;Order;PID;MS_SubClass;Lot_Frontage;Lot_Area;Overall_Qual;Overall_Cond;Year_Built;Mas_Vnr_Area;BsmtFin SF 1;BsmtFin SF 2;Bsmt_Unf_SF;Total_Bsmt_SF;1st Flr SF;2nd Flr SF;Low Qual Fin SF;Gr_Liv_Area;Bsmt Full Bath;Bsmt Half Bath;Full_Bath;Half_Bath;Bedroom_AbvGr;Kitchen AbvGr;Garage_Yr_Blt;Garage_Cars;Garage_Area;Wood Deck SF;Open Porch SF;Enclosed Porch;3Ssn Porch;Screen Porch;Pool Area;Misc Val;Mo Sold;Yr Sold;Sale_Price;DEDED
158;158;535353190;50;78;17503;6;5;1948;0;0;0;912;912;912;546;0;1458;0;1;1;0;3;1;1948;1;330;192;0;0;0;0;0;0;1;2010;97500;
159;159;535377090;90;64;6979;6;5;1980;0;1056;0;0;1056;1056;0;0;1056;2;0;0;0;0;2;1980;2;576;264;56;0;0;0;0;600;6;2010;144000;
160;160;535401080;20;NA;9830;5;7;1959;0;72;258;733;1063;1287;0;0;1287;1;0;1;0;3;1;1997;2;576;364;17;0;0;182;0;0;3;2010;162000;
161;161;535425010;80;96;11275;7;7;1967;300;0;0;710;710;1898;1080;0;2978;0;0;2;1;5;1;1961;2;564;240;0;0;0;0;0;0;6;2010;242000;
162;162;535450210;50;60;8064;6;8;1948;0;481;174;161;816;816;408;0;1224;1;0;1;0;3;1;1950;1;280;414;0;0;0;0;0;0;5;2010;132000;
163;163;535453070;20;75;7500;5;7;1959;0;340;906;0;1246;1246;0;0;1246;1;0;1;1;3;1;1959;1;305;218;0;0;0;0;0;0;5;2010;154000;
164;164;535454070;50;71;8520;5;4;1952;0;507;0;403;910;910;475;0;1385;0;0;2;0;4;1;2000;2;720;0;0;0;0;0;0;0;6;2010;166000;
165;165;535456110;20;60;7200;5;7;1951;0;234;486;180;900;900;0;0;900;0;1;1;0;3;1;2005;2;576;222;32;0;0;0;0;0;5;2010;134800;
166;166;535457010;20;87;10000;6;6;1962;261;0;0;1116;1116;1116;0;0;1116;0;0;1;1;3;1;1962;2;440;0;0;0;0;385;0;0;2;2010;160000;
167;167;535457090;20;81;7635;5;6;1960;0;588;350;237;1175;1175;0;0;1175;0;0;1;1;3;1;1960;2;484;0;0;0;0;0;0;0;6;2010;148000;
168;168;535476350;20;80;9760;6;7;1963;218;717;263;415;1395;1395;0;0;1395;1;0;1;0;2;1;1963;2;440;657;0;113;0;240;0;0;5;2010;192000;
169;169;535477020;60;70;7700;6;5;1966;351;0;0;756;756;1051;788;0;1839;0;0;1;1;4;1;1966;2;442;0;124;216;0;0;0;0;6;2010;155000;
170;170;902102100;50;60;4800;4;5;1900;771;48;0;661;709;1157;687;0;1844;1;0;1;0;3;1;1900;1;240;84;0;0;0;0;0;0;1;2010;80400;
171;171;902104060;50;55;8800;4;7;1910;0;0;0;576;576;792;348;0;1140;0;0;1;0;3;1;NA;0;0;0;160;0;0;0;0;0;6;2010;96500;
172;172;902106130;30;56;4485;5;7;1920;0;579;0;357;936;936;0;0;936;1;0;1;0;2;1;NA;0;0;51;0;135;0;0;0;0;5;2010;109500;
173;173;902106140;30;56;8960;5;6;1927;0;0;0;1008;1008;1028;0;0;1028;0;0;1;0;2;1;1927;2;360;0;0;130;0;0;0;0;3;2010;115000;
174;174;902110090;20;69;5805;5;7;1957;0;274;1073;0;1347;1347;0;0;1347;1;1;1;0;3;1;1957;2;551;0;0;0;0;0;0;0;6;2010;143000;
175;175;902125080;50;60;5790;3;6;1915;0;0;0;840;840;840;765;0;1605;0;0;2;0;3;2;1915;1;379;0;0;202;0;0;0;0;5;2010;107400;
176;176;902125160;30;47;4608;4;6;1945;0;0;0;747;747;747;0;0;747;0;0;1;0;2;1;1945;1;220;0;0;0;0;0;0;0;6;2010;80000;
177;177;902128170;30;60;7200;5;7;1940;294;510;0;278;788;804;0;0;804;1;0;1;0;2;1;1940;1;240;0;0;154;0;0;0;0;2;2010;119000;
178;178;902206040;50;50;5500;5;7;1929;0;234;692;0;926;926;0;390;1316;1;0;1;0;3;1;1974;2;484;0;0;0;0;0;0;0;4;2010;NA;
179;179;902206130;45;50;6900;6;7;1938;0;0;0;827;827;827;424;0;1251;0;0;1;0;3;1;1938;1;240;0;0;0;0;0;0;0;1;2010;119000;
180;180;902206220;50;69;11851;5;7;1948;0;780;0;247;1027;1027;606;0;1633;0;0;1;0;3;1;1948;1;240;0;100;126;0;0;0;0;6;2010;129000;
181;181;902206240;50;NA;8239;5;6;1920;0;176;0;832;1008;1060;185;0;1245;0;0;1;0;3;1;1962;1;315;0;0;334;0;0;0;0;3;2010;100000;
182;182;902207130;30;68;9656;2;2;1923;0;0;0;678;678;832;0;0;832;0;0;1;0;2;1;1928;2;780;0;0;0;0;0;0;0;6;2010;12789;
183;183;902207140;30;60;8520;6;8;1928;0;0;0;624;624;720;0;0;720;0;0;1;0;2;1;2005;2;484;106;0;0;0;0;0;0;5;2010;105900;
184;184;902305110;70;60;9600;8;9;1900;0;0;0;930;930;930;636;0;1566;0;0;2;0;3;1;1930;1;288;54;228;246;0;0;0;0;4;2010;150000;
185;185;902327040;50;60;10800;5;6;1915;0;686;0;0;686;966;686;0;1652;1;0;2;0;4;1;1961;1;416;0;0;196;0;0;0;1200;6;2010;139000;
186;186;902329030;70;50;9000;8;9;1890;0;0;0;346;346;1157;1111;0;2268;0;0;3;0;3;1;2003;2;624;0;108;0;0;0;0;0;4;2010;240000;
187;187;902401060;190;100;9045;5;3;1910;0;0;0;840;840;1128;1128;0;2256;0;0;2;0;4;2;NA;0;0;0;18;18;0;0;0;0;6;2010;76500;
188;188;902402010;20;90;7407;6;7;1957;0;600;0;312;912;1236;0;0;1236;1;0;1;0;2;1;1957;2;923;0;158;158;0;0;0;0;4;2010;149700;
189;189;902402130;70;60;7740;4;7;1910;0;0;0;622;622;741;622;0;1363;0;0;1;0;3;1;1966;2;528;0;0;0;0;168;0;0;6;2010;125500;
190;190;902402250;190;60;11340;4;6;1885;0;0;0;777;777;1246;1044;0;2290;0;0;2;0;4;2;1971;2;560;0;0;114;0;0;0;0;4;2010;122500;
191;191;902403070;70;60;10560;6;7;1922;0;283;0;455;738;868;602;0;1470;0;0;1;1;2;1;1970;2;624;0;0;0;0;0;0;0;6;2010;140750;
192;192;903204040;50;53;5830;5;6;1950;0;788;0;200;988;1030;582;0;1612;0;0;1;1;3;1;1950;1;363;0;0;0;0;0;0;0;3;2010;128500;
193;193;903206120;75;NA;7793;7;7;1922;0;474;0;634;1108;1160;908;0;2068;0;0;1;1;3;1;1928;1;315;0;0;60;0;0;0;0;5;2010;209500;
194;194;903225150;30;50;5000;4;7;1925;0;188;0;577;765;765;0;0;765;1;0;1;0;2;1;1926;1;200;135;0;41;0;0;0;0;4;2010;87000;
195;195;903226160;50;50;6000;6;7;1939;0;452;12;144;608;608;524;0;1132;1;0;1;0;2;1;1939;1;240;0;0;128;0;0;0;0;4;2010;134000;
196;196;903227020;50;50;6000;6;6;1940;0;264;0;308;572;848;348;0;1196;0;1;1;1;3;1;1973;2;576;0;0;0;0;0;0;0;3;2010;128000;
197;197;903227150;50;53;6360;5;6;1942;300;360;159;316;835;955;498;0;1453;0;0;1;1;3;1;1942;1;240;0;0;35;0;148;0;0;3;2010;132000;
198;198;903228150;50;50;6000;6;7;1948;0;300;0;480;780;780;636;0;1416;0;0;1;1;3;1;1948;1;312;221;0;48;0;0;0;0;3;2010;139900;
199;199;903232190;50;52;6240;5;7;1936;0;276;0;252;528;548;492;0;1040;0;0;1;0;2;1;1979;2;624;306;0;32;0;0;0;0;5;2010;123900;
200;200;903233120;50;52;6240;5;5;1930;0;448;0;480;928;928;608;0;1536;0;0;2;0;4;1;1930;2;480;0;10;0;0;0;0;0;3;2010;138400;
201;201;903234050;30;51;6120;6;5;1923;0;960;0;164;1124;1068;0;0;1068;1;0;1;0;2;1;1923;1;288;0;0;128;0;0;0;0;3;2010;109500;
202;202;903425110;70;50;10300;7;6;1921;0;0;0;576;576;902;808;0;1710;0;0;2;0;3;1;1990;2;480;12;11;64;0;0;0;0;4;2010;140000;
203;203;903426180;50;57;8094;4;5;1915;0;0;0;888;888;888;1074;0;1962;0;0;1;1;4;1;1915;2;572;160;0;364;0;0;0;0;6;2010;149500;
204;204;903426200;70;60;12900;6;8;1912;0;0;0;780;780;780;780;0;1560;0;0;1;1;3;1;NA;0;0;344;0;0;0;168;0;0;5;2010;159900;
205;205;903430080;70;52;3068;6;8;1920;0;0;0;662;662;662;662;0;1324;0;1;1;0;3;1;1920;1;180;0;0;112;0;0;0;0;2;2010;122000;
206;206;903450110;90;110;8472;5;5;1963;0;104;712;0;816;816;0;0;816;1;0;1;0;2;1;1963;2;516;106;0;0;0;0;0;0;5;2010;110000;
207;207;903454060;190;70;5600;4;5;1930;0;0;0;0;0;372;720;0;1092;0;0;2;0;3;2;NA;0;0;0;0;0;0;0;0;3500;7;2010;55000;
208;208;903476030;190;76;7630;5;9;1900;0;0;0;360;360;1032;780;0;1812;0;0;2;0;4;2;1999;2;672;344;0;40;0;0;0;0;5;2010;140000;
209;209;904100140;70;NA;24090;7;7;1940;0;0;0;1032;1032;1207;1196;0;2403;0;0;2;0;4;1;1940;1;349;56;0;318;0;0;0;0;6;2010;244400;
210;210;904101110;20;100;15263;5;5;1959;90;766;0;656;1422;1675;0;0;1675;0;0;2;0;3;1;1959;1;365;0;132;0;0;0;0;0;5;2010;173000;
211;211;904300150;50;72;10632;5;3;1917;0;0;0;689;689;725;499;0;1224;0;0;1;1;3;1;1917;1;180;0;0;248;0;0;0;0;1;2010;107500;
212;212;904302260;190;60;9900;5;4;1915;0;1026;0;186;1212;1212;180;0;1392;1;0;1;0;3;1;NA;0;0;0;0;168;0;0;0;0;2;2010;100000;
213;213;904350045;50;65;6001;6;5;1940;0;368;0;232;600;600;319;0;919;0;0;1;0;3;1;1940;1;231;0;0;45;0;0;0;0;3;2010;95000;
214;214;904351040;70;NA;6449;4;1;1907;0;73;0;634;707;942;942;0;1884;0;0;1;1;4;1;NA;0;0;0;0;239;0;0;0;0;3;2010;93369;
215;215;904352190;190;60;6048;5;7;1910;0;736;0;120;856;936;744;0;1680;1;0;2;0;2;2;1910;2;450;56;144;0;0;0;0;0;6;2010;114900;
216;216;905101100;50;54;6342;5;8;1875;0;0;0;780;780;780;240;0;1020;0;0;1;0;2;1;NA;0;0;0;0;176;0;0;0;0;5;2010;94000;
217;217;905101300;90;72;10773;4;3;1967;72;704;0;1128;1832;1832;0;0;1832;2;0;2;0;4;2;NA;0;0;0;58;0;0;0;0;0;5;2010;136000;
218;218;905101310;90;72;10778;4;5;1968;0;0;0;1768;1768;1768;0;0;1768;0;0;2;0;4;2;NA;0;0;0;0;0;0;0;0;0;4;2010;136500;
219;219;905102060;190;75;11625;5;4;1965;0;841;0;198;1039;1039;0;0;1039;1;0;1;1;3;1;1965;2;504;0;0;0;0;0;0;0;4;2010;NA;
220;220;905103060;20;NA;11341;5;6;1957;180;1302;0;90;1392;1392;0;0;1392;1;0;1;1;3;1;1957;2;528;0;0;0;0;95;0;0;5;2010;121500;
221;221;905104210;20;70;8521;5;5;1967;0;842;0;70;912;912;0;0;912;0;0;1;0;3;1;1974;1;336;0;0;0;0;0;0;0;5;2010;125000;
222;222;905105070;20;NA;8246;5;8;1968;0;188;668;204;1060;1060;0;0;1060;1;0;1;0;3;1;1968;1;270;406;90;0;0;0;0;0;5;2010;154000;
223;223;905105200;20;65;7800;5;7;1966;47;240;474;150;864;892;0;0;892;1;0;1;0;3;1;1966;1;416;0;0;0;0;0;0;0;6;2010;137900;
224;224;905106140;60;80;9364;6;7;1969;143;371;0;292;663;663;689;0;1352;0;0;1;1;4;1;1969;1;299;379;36;0;0;0;0;0;3;2010;158000;
225;225;905106170;20;65;7832;5;5;1968;0;775;0;89;864;864;0;0;864;1;0;1;0;2;1;1969;1;280;226;0;0;0;0;0;0;5;2010;137250;
226;226;905107110;90;NA;7424;5;5;1978;0;1319;0;0;1319;1373;0;0;1373;1;0;1;0;3;1;1978;2;591;0;0;0;0;0;0;0;5;2010;160250;
227;227;905107250;60;86;11227;5;5;1968;0;267;453;0;720;720;720;0;1440;0;0;1;1;4;1;1968;2;480;192;38;0;0;0;0;0;3;2010;163000;
228;228;905107320;60;NA;11616;6;5;1978;328;438;0;234;672;672;714;0;1386;0;0;2;1;3;1;1978;2;440;335;0;0;0;0;0;0;4;2010;158900;
229;229;905109130;60;80;14000;7;5;1996;0;1201;0;105;1306;1306;954;0;2260;1;0;2;1;3;1;1996;2;533;296;44;0;0;0;0;0;4;2010;328000;
230;230;905109170;20;NA;20062;7;7;1977;0;1092;0;328;1420;1483;0;0;1483;1;0;1;1;1;1;1977;2;690;496;0;0;0;0;0;0;4;2010;270000;
231;231;905201030;30;94;9259;4;4;1927;0;0;0;660;660;756;0;0;756;0;0;1;0;2;1;1945;2;440;80;0;0;0;0;0;0;6;2010;85000;
232;232;905202090;20;60;9600;4;7;1950;0;442;0;625;1067;1067;0;0;1067;0;0;2;0;2;1;1996;2;436;290;0;0;0;0;0;0;2;2010;128000;
233;233;905325030;40;NA;23595;7;6;1979;0;1258;0;74;1332;1332;192;0;1524;2;0;0;1;0;1;1979;2;586;268;0;0;0;0;0;0;4;2010;260000;
234;234;905352140;60;NA;17082;6;5;1978;288;964;0;153;1117;1117;864;0;1981;1;0;2;1;4;1;1978;2;522;336;104;0;0;0;0;0;5;2010;230000;
235;235;905378040;50;124;18600;3;4;1938;0;288;684;0;972;1052;558;0;1610;0;1;2;0;4;1;1938;1;480;0;0;60;0;0;0;450;6;2010;124000;
236;236;905426060;30;85;10625;5;5;1920;0;108;0;350;458;835;0;0;835;0;0;1;0;2;1;1920;1;366;0;0;77;0;0;0;400;5;2010;NA;
237;237;905426200;20;65;11479;6;7;1950;0;104;387;172;663;1074;0;0;1074;1;0;1;0;3;1;1987;1;467;0;52;52;0;0;0;0;6;2010;144500;
238;238;905451320;20;68;9571;5;6;1956;0;739;0;405;1144;1144;0;0;1144;1;0;1;0;3;1;1956;1;596;44;0;0;0;0;0;0;6;2010;129000;
239;239;905452110;50;50;9350;4;6;1947;0;192;0;564;756;1169;0;362;1531;0;0;1;0;3;1;1947;1;209;0;0;0;0;0;0;0;6;2010;127000;
240;240;905452160;20;75;9525;5;7;1954;0;954;0;218;1172;1172;0;0;1172;1;0;1;0;3;1;1954;1;366;240;0;0;0;0;0;0;6;2010;128000;
241;241;905453040;20;83;10420;6;5;2009;0;36;0;1176;1212;1212;0;0;1212;0;0;2;0;3;1;2009;2;460;100;22;0;0;0;0;0;3;2010;186000;
242;242;905453080;20;44;17485;7;5;2009;96;1346;0;162;1508;1508;0;0;1508;1;0;1;0;1;1;2009;2;572;0;0;0;0;0;0;0;1;2010;308030;
243;243;905475510;20;NA;11200;5;3;1964;0;0;0;1250;1250;1298;0;0;1298;0;0;2;0;3;1;1964;2;504;0;144;0;0;0;0;0;6;2010;NA;
244;244;905478190;20;60;11100;4;7;1946;0;0;0;0;0;930;0;0;930;0;0;1;0;2;1;1946;1;308;0;0;0;0;0;0;0;4;2010;84900;
245;245;906201030;60;77;9206;6;5;1985;336;0;0;741;741;977;755;0;1732;0;0;2;1;3;1;1985;2;476;192;46;0;0;0;0;0;6;2010;178000;
246;246;906201120;20;83;11980;7;5;1987;177;1433;0;0;1433;1433;0;0;1433;1;0;1;1;1;1;1987;2;528;0;278;0;0;266;0;0;6;2010;270000;
247;247;906204230;60;87;12361;6;7;1993;85;860;0;86;946;964;838;0;1802;0;1;2;1;3;1;2000;4;1017;450;92;0;0;0;0;0;5;2010;218000;
248;248;906223090;60;80;9938;7;5;1993;246;750;0;300;1050;1062;887;0;1949;1;0;2;1;3;1;1993;2;574;156;90;0;0;0;0;0;6;2010;236000;
249;249;906225210;85;73;9069;6;6;1992;0;747;0;189;936;996;0;0;996;1;0;1;0;2;1;1992;2;564;120;0;0;0;0;0;0;4;2010;147000;
250;250;906378100;20;64;10475;8;5;2008;72;0;0;1694;1694;1694;0;0;1694;0;0;2;0;3;1;2008;3;776;160;33;0;0;0;0;0;2;2010;245350;
251;251;906380190;20;64;6762;7;5;2006;24;686;0;501;1187;1208;0;0;1208;1;0;2;0;2;1;2006;2;632;105;61;0;0;0;0;0;2;2010;NA;
252;252;906385010;20;94;10402;7;5;2009;0;0;0;1226;1226;1226;0;0;1226;0;0;2;0;3;1;2009;3;740;0;36;0;0;0;0;0;5;2010;198900;
253;253;906385020;20;64;7360;7;5;2010;80;24;0;1198;1222;1222;0;0;1222;0;0;2;0;2;1;2009;2;615;0;54;0;0;0;0;0;3;2010;187000;
254;254;906402200;60;90;12376;7;5;1990;0;1470;0;203;1673;1699;1523;0;3222;1;0;3;0;5;1;1990;3;594;367;0;0;0;0;0;0;5;2010;320000;
255;255;906425045;50;82;14235;6;8;1900;0;0;0;676;676;831;614;0;1445;0;0;2;0;3;1;1957;2;484;0;59;0;0;0;0;0;3;2010;138500;
256;256;906477110;80;80;8816;6;7;1971;80;504;0;506;1010;1052;0;0;1052;1;0;1;0;3;1;1971;2;440;0;0;0;0;0;0;0;6;2010;155000;
257;257;907125090;85;82;11105;5;5;1996;0;870;0;0;870;965;0;0;965;1;0;1;0;2;1;1998;2;580;71;0;0;0;0;0;0;7;2010;159000;
258;258;907180050;60;NA;9337;7;5;1997;0;353;0;525;878;892;800;0;1692;0;0;2;1;3;1;1997;2;513;0;39;0;0;0;0;0;4;2010;191000;
259;259;907185060;60;70;8750;6;5;1998;116;505;0;299;804;804;878;0;1682;0;0;2;1;3;1;1998;2;523;0;77;0;0;0;0;0;6;2010;200500;
260;260;907200280;20;38;15240;5;8;1977;0;198;688;140;1026;1026;0;0;1026;1;0;1;1;3;1;1977;1;308;316;85;0;0;0;0;0;6;2010;150000;
261;261;907200290;60;NA;10900;6;7;1977;153;378;0;311;689;689;703;0;1392;0;0;1;1;3;1;1977;1;299;0;36;0;0;0;0;450;3;2010;161750;
262;262;907200340;20;75;10650;5;6;1976;0;182;712;0;894;894;0;0;894;1;0;1;0;3;1;1976;1;308;365;0;0;0;0;0;0;2;2010;128200;
263;263;907203070;20;68;7480;5;6;1972;0;480;0;396;876;876;0;0;876;1;0;1;0;3;1;1977;2;484;0;0;0;0;0;0;0;6;2010;127000;
264;264;907250030;20;80;10389;8;5;2003;320;1682;0;296;1978;1978;0;0;1978;1;0;2;1;3;1;2003;3;850;188;25;0;0;0;0;0;5;2010;318000;
265;265;907252120;20;NA;11423;8;5;2001;479;1358;0;223;1581;1601;0;0;1601;1;0;2;0;3;1;2001;2;670;180;0;0;0;0;0;2000;5;2010;NA;
266;266;907262050;60;44;9548;7;6;2003;223;483;0;458;941;941;888;0;1829;1;0;2;1;3;1;2003;2;613;192;39;0;0;0;0;0;1;2010;237000;
267;267;907280040;60;75;9375;7;5;1997;0;0;0;1040;1040;1044;1054;0;2098;0;0;2;1;4;1;1997;2;621;331;38;0;0;0;0;0;4;2010;240000;
268;268;907290040;20;48;12137;7;5;1998;442;0;0;1649;1649;1661;0;0;1661;0;0;2;0;3;1;1998;2;598;0;34;0;0;0;0;0;5;2010;224900;
269;269;907290170;120;NA;4435;6;5;2003;170;672;0;176;848;848;0;0;848;1;0;1;0;1;1;2003;2;420;140;0;0;0;0;0;0;4;2010;143750;
270;270;907290240;120;NA;4426;6;5;2004;169;662;0;186;848;848;0;0;848;1;0;1;0;1;1;2004;2;420;160;0;0;0;0;0;0;5;2010;143000;
271;271;907401090;20;48;10635;8;5;2003;171;370;972;315;1657;1668;0;0;1668;1;0;2;0;3;1;2003;2;502;0;262;0;0;0;0;0;5;2010;232000;
272;272;907410080;20;70;8400;7;5;2004;109;712;0;761;1473;1484;0;0;1484;1;0;2;0;3;1;2004;2;606;0;35;0;144;0;0;0;5;2010;213000;
273;273;907414030;20;65;8773;7;5;2004;98;24;0;1390;1414;1414;0;0;1414;0;0;2;0;3;1;2004;2;494;132;105;0;0;0;0;0;5;2010;185500;
274;274;908102060;30;67;8777;3;6;1945;0;0;0;0;0;640;0;0;640;0;0;1;0;2;1;1945;1;240;0;0;0;0;0;0;0;4;2010;84900;
275;275;908102110;20;68;8842;5;6;1954;0;0;0;381;381;992;0;0;992;0;0;1;0;3;1;1954;1;319;60;0;56;0;0;0;0;1;2010;155891;
276;276;908102130;90;75;9825;5;5;1965;0;0;0;0;0;1664;0;0;1664;0;0;2;0;4;2;NA;0;0;0;0;0;0;0;0;0;5;2010;100000;
277;277;908102170;20;60;10044;5;6;1968;0;1070;0;126;1196;1196;0;0;1196;1;0;1;0;3;1;1968;1;336;257;0;168;0;0;0;0;6;2010;144000;
278;278;908102300;50;89;11792;4;5;1948;0;0;0;744;744;792;328;0;1120;0;0;1;0;2;1;1956;2;480;0;0;0;0;160;0;0;6;2010;64000;
279;279;908103350;80;65;6305;6;6;1975;0;528;0;480;1008;1096;0;0;1096;1;0;1;0;3;1;1975;1;352;0;0;0;0;0;0;0;6;2010;125200;
280;280;908152080;80;94;7819;6;5;1976;0;422;127;480;1029;1117;0;0;1117;1;0;1;0;3;1;1976;2;672;144;0;0;0;0;0;0;3;2010;107000;
281;281;908203100;20;64;6410;4;5;1958;0;0;0;960;960;960;0;0;960;0;0;1;0;3;1;NA;0;0;0;0;0;0;0;0;0;5;2010;90000;
282;282;908208020;20;80;8546;4;5;2003;0;0;0;1121;1121;1121;0;0;1121;0;0;2;0;2;1;2003;2;440;132;64;0;0;0;0;0;3;2010;140000;
283;283;908225320;50;52;8741;6;4;1945;0;94;0;641;735;798;689;0;1487;0;0;1;1;3;1;1949;1;220;0;140;0;0;0;0;0;4;2010;113000;
284;284;908226130;190;60;12180;4;4;1941;0;348;0;324;672;672;252;0;924;1;0;1;0;2;1;1941;1;280;0;0;0;0;0;0;0;7;2010;80000;
285;285;908275300;20;68;8562;5;6;1957;145;383;0;833;1216;1526;0;0;1526;0;0;1;0;4;1;1957;1;364;116;78;0;0;0;0;0;5;2010;144500;
286;286;909100080;30;67;4853;5;6;1924;203;133;0;974;1107;1296;0;0;1296;0;0;2;0;2;1;1979;1;260;0;0;36;0;0;0;0;5;2010;104000;
287;287;909100110;70;66;6858;6;4;1915;0;0;0;806;806;841;806;0;1647;1;0;1;1;4;1;1920;1;216;0;66;136;0;0;0;0;5;2010;128000;
288;288;909101070;30;45;8212;3;3;1914;0;203;0;661;864;864;0;0;864;1;0;1;0;2;1;1938;1;200;0;0;96;0;0;0;0;6;2010;58500;
289;289;909176140;50;50;5000;5;6;1924;0;218;0;808;1026;1026;665;0;1691;0;0;2;0;3;1;1924;1;308;0;0;242;0;0;0;0;5;2010;127000;
290;290;909176150;30;NA;7890;6;6;1939;0;238;0;618;856;856;0;0;856;1;0;1;0;2;1;1939;2;399;0;0;0;0;166;0;0;3;2010;126000;
291;291;909177100;90;60;7200;4;6;1967;0;0;0;0;0;862;1788;0;2650;0;0;3;0;6;2;NA;0;0;0;0;0;0;0;0;500;2;2010;160000;
292;292;909250030;50;51;9839;5;2;1931;0;0;0;894;894;894;772;0;1666;1;0;1;0;3;1;NA;0;0;0;156;0;0;0;0;0;5;2010;100000;
293;293;909250060;50;50;9638;6;7;1919;0;0;0;804;804;1699;748;0;2447;0;0;2;0;4;1;1969;1;336;272;0;42;0;116;0;0;3;2010;169000;
294;294;909281080;50;78;10452;7;6;1941;371;426;252;850;1528;1225;908;0;2133;1;0;1;1;4;1;1941;1;312;0;0;86;0;0;0;0;7;2010;257500;
295;295;909426080;90;78;15600;5;6;1950;430;375;0;657;1032;1102;1075;0;2177;0;0;2;1;5;2;1950;2;484;0;0;0;0;0;0;0;3;2010;215000;
296;296;909427230;70;66;9042;7;9;1941;0;275;0;877;1152;1188;1152;0;2340;0;0;2;0;4;1;1941;1;252;0;60;0;0;0;0;2500;5;2010;NA;
297;297;909428280;20;100;17500;7;8;1959;0;1406;0;496;1902;1902;0;0;1902;1;0;2;0;3;1;1959;2;567;0;207;162;0;0;0;0;5;2010;335000;
298;298;909452114;80;85;19645;7;6;1994;44;343;0;80;423;896;756;0;1652;1;0;2;1;3;1;1994;2;473;0;0;0;0;0;0;0;6;2010;203135;
299;299;909455030;120;35;3907;8;6;1989;0;747;0;235;982;1034;0;0;1034;1;0;1;0;1;1;1989;2;598;141;36;0;0;0;0;0;4;2010;185000;
300;300;909455040;120;35;3907;8;5;1989;0;76;0;1115;1191;1191;0;0;1191;0;0;2;0;2;1;1989;2;531;112;81;0;0;0;0;0;3;2010;162500;
301;301;909475140;20;100;15602;7;8;1959;0;1247;0;254;1501;1801;0;0;1801;1;0;2;0;1;1;1959;2;484;0;54;0;0;161;0;0;3;2010;289000;
302;302;910202060;50;40;5436;4;8;1922;0;735;0;61;796;796;358;0;1154;1;0;1;0;3;1;1922;1;240;0;96;0;0;0;0;0;5;2010;125500;
303;303;910203250;30;58;8154;2;5;1941;0;480;0;0;480;540;0;0;540;0;0;1;0;1;1;1951;1;200;0;0;0;0;0;0;0;4;2010;82000;
304;304;910205120;50;50;9140;6;5;1921;0;308;0;321;629;727;380;0;1107;0;0;1;0;2;1;1950;1;625;0;56;0;0;200;0;0;4;2010;110000;
305;305;911128180;50;60;7500;4;4;1920;0;0;0;698;698;698;430;0;1128;0;0;1;0;2;1;1980;2;528;30;0;164;0;0;0;0;4;2010;68400;
306;306;911202100;50;66;8712;4;7;1900;0;0;0;859;859;859;319;0;1178;0;0;1;0;2;1;1964;1;384;68;0;98;0;0;0;0;1;2010;102776;
307;307;911204090;20;66;8712;5;5;1952;0;0;0;540;540;1044;0;0;1044;0;0;1;0;2;1;1952;2;504;0;0;0;0;0;0;54;6;2010;55993;
308;308;911204100;30;66;8712;4;7;1896;0;0;0;756;756;952;0;0;952;0;0;1;0;3;1;1896;1;330;0;0;265;0;0;0;0;6;2010;50138;
309;309;911370510;120;44;3811;8;5;2004;186;1373;0;221;1594;1646;0;0;1646;1;1;2;0;2;1;2004;2;525;128;53;0;0;155;0;0;5;2010;246000;
310;310;914467040;60;85;11050;8;5;1998;0;615;0;434;1049;1036;880;0;1916;1;0;2;1;3;1;1998;3;741;0;70;0;0;0;0;0;5;2010;254900;
311;311;914475090;80;74;9620;6;7;1977;0;679;0;564;1243;1285;0;0;1285;0;1;2;0;3;1;1977;2;473;375;26;0;0;0;0;80;5;2010;190000;
312;312;914476520;20;129;9196;7;5;2003;0;0;0;1560;1560;1560;0;0;1560;0;0;2;0;3;1;2003;2;573;100;150;0;0;0;0;0;4;2010;201000;
313;313;914478045;80;NA;12328;6;5;1976;335;539;0;473;1012;1034;0;0;1034;1;0;1;0;3;1;1976;3;888;0;0;0;0;0;0;0;5;2010;169900;
314;314;914478110;90;NA;12760;6;5;1976;0;0;0;1958;1958;2048;0;0;2048;0;0;3;0;5;2;1976;2;776;0;0;0;0;0;0;0;3;2010;170000;
315;315;916125360;20;NA;57200;5;5;1948;0;353;334;60;747;1687;0;0;1687;1;0;1;0;3;1;1966;2;572;0;0;50;0;0;0;0;6;2010;160000;
316;316;916386010;20;88;11896;7;5;2008;60;78;0;1258;1336;1346;0;0;1346;1;0;2;0;3;1;2008;3;660;100;48;0;0;0;0;0;5;2010;220000;
317;317;916386020;20;73;9803;7;5;2009;0;0;0;1214;1214;1214;0;0;1214;0;0;2;0;2;1;2010;2;520;0;25;0;0;0;0;0;1;2010;179781;
318;318;916386060;60;73;9802;5;5;2006;0;0;0;384;384;744;700;0;1444;0;0;2;1;3;1;2007;2;400;100;0;0;0;0;0;0;4;2010;174000;
319;319;916386090;60;92;12003;8;5;2009;84;0;0;774;774;774;1194;0;1968;0;0;2;1;4;1;2009;3;680;0;75;0;0;0;0;0;5;2010;269500;
